HPG,2022,10.0,7675465855.0,150865359967200.0,,,,,,,1864.0,,12103510397646.0,,33833829973987.0,96112939615783.0,104665440751610.14,222582021349.0,,,,8324588920227.0,11837189211664.0,80514710854456.0,62385392809685.0,0.0,34491111096123.0,,34478143197460.0,,,30.0
HPG,2023,10.0,7675465855.0,138855112131387.0,,7650762789307.0,7650762789307.0,,267005585330.0,,357563003.0,,,106015187198082.0,49599124109.0,114647457983699.0,162522172915656.75,109842249570282.0,,,,6887646139852.0,34617006307593.0,86674276272995.0,,-7.96,20212.0,,,,150075048.0,31.0
HPG,2024,10.0,7675465855.0,138855112131387.0,,7650762789307.0,7650762789307.0,,267005585330.0,,357563003.0,,,106015187198082.0,49599124109.0,114647457983699.0,171098921353993.6,109842249570282.0,,,,6887646139852.0,34617006307593.0,86674276272995.0,,0.0,20212.0,,,,150075048.0,32.0
HSG,2020,10.0,,28081303783088.0,,,1378928413328.0,2275.0,,,790099771563.0,,,22903482165423.0,1153014017309.0,,,983533510048.0,,,,767066.0,,9022315330402.0,,,5523844442.0,,,,6185137.0,19.0
HSG,2021,10.0,,48726522233736.0,,2221083074110.0,1378928413328.0,88587.0,,42143228874.0,223855023517.0,,,,5633071186571.0,6590738511323.0,,15786236174085.0,,,,796782.0,1413989572667.0,5572266092.0,14372246601418.0,73.52,-6987119321159.0,,,,1700044.0,20.0
HSG,2022,10.0,,50090135318501.0,,3832642500065.0,201458245191.0,86072.0,,,1548422592532.0,,,,,,,,,,,81840974230.0,,,,2.8,4603003.0,,,,1974982.0,21.0
HSG,2023,10.0,620982309.0,50090135318501.0,,1794587785556.0,,84446.0,,,1200272872533.0,,84859067464.0,13603191775437.0,,,13403447105881.828,1843192008584.0,,,,330134957719.0,,274839904924.0,,0.0,7628606120691.0,,,,2800398.0,22.0
HSG,2024,10.0,620982309.0,39271893738448.0,,-3344662264465.0,510613852948.0,,510613852948.0,,1165561520909.0,,,,4532690018178.0,10916937056537.0,11282472326643.75,,1441.0,,-723627736383.0,6905824.0,16269912425.0,,6568894350227.0,-21.6,4169.0,,,,,23.0
KDC,2020,10.0,289806316.0,3115100665935.0,,333765494653.0,,,,,-2867882440464.0,,,-2867882440464.0,1201626269410.0,5957272877780.0,9259103497910.375,,,,,,,36808493045.0,,,4302666161.0,,,,,27.0
KDC,2021,10.0,289806316.0,11508839428961.0,,-709149704725.0,528528719902.0,10212664088.0,,,-10307853464101.0,,,-10307853464101.0,4541091125598.0,6296260363968.0,14864614241785.062,,,,,769192809384.0,,4182943060802.0,,269.45,561773538573.0,,,,,28.0
KDC,2022,10.0,289806316.0,14951913906439.0,,-972863977207.0,121441478262.0,9102813913.0,,,-13368669209522.0,,,-13368669209522.0,1591122176288.0,6697733414658.0,17892591007323.516,,,,,,,38482608514.0,,29.92,342311763155.0,,,,,29.0
KDC,2023,10.0,289806316.0,14951913906439.0,11392802599915.0,-972863977207.0,450917900450.0,,,,-8885209538160.0,,,-8885209538160.0,1373287586279.0,6630873224649.0,17342049571397.266,,,,,1295109444030.0,,4166456771102.0,,0.0,113194569084.0,,,,,30.0
KDC,2024,10.0,289806316.0,10061274326646.0,931886732070.0,-902844796015.0,,,4358509705.0,,-8976911032935.0,,,-8976911032935.0,43518224124.0,,16726908496345.14,11158444071640.0,,,,868000487198.0,,3304443685242.0,876405255930.0,-32.71,-176695431356.0,,,,,31.0
MSN,2020,10.0,,,,13166087.0,,,,,211214.0,,,,2182124.0,,,,,,,6800528.0,51831620.0,,,,12449.0,,,,,16.0
MSN,2021,10.0,,,,,,11292760.0,,,3837320.0,,,,18795877.0,,,,,,,6800528.0,49208983.0,,,,1918206.0,,8562882.0,,31151629.0,17.0
MSN,2022,,,,,,,12574516.0,,,3947303.0,,,,11381940.0,1423724783.0,,,-3788852.0,,26447.0,13853100.0,39385199.0,,,,14445345.0,,,,,18.0
MSN,2023,10.0,1445915457.0,,,14192355.0,5222742.0,1589727.0,2350429.0,,56130507.0,,,,,1430843406.0,96876335619000.0,,,,-7823672.0,338149.0,58723731.0,,,,1076401.0,,,,171865.0,19.0
MSN,2024,10.0,1445915457.0,,,,,-2016866.0,,,4333260.0,,,,4494349.0,,101358673535700.0,,9525462.0,,10669.0,73362.0,,,,,-98554.0,,,,3584177.0,20.0
NTP,2020,10.0,,4788713095640.0,,745661295573.0,520926859859.0,,520926859859.0,,3097.0,,,3325381674138.0,246494747822.0,2589288536954.0,,1984900418669.0,,,,297022694727.0,35457201151.0,1678805704339.0,270673123230.0,,4238.0,,,,1323608.0,60.0
NTP,2021,10.0,,4823524562218.0,,582038492316.0,557872853928.0,,557872853928.0,,3682609246256.0,,,3682609246256.0,495438942708.0,2707977704900.0,,2190220357037.0,,,-754678831507.0,436319978.0,16720597523.0,2721738069056.0,2173499759514.0,0.73,-3446359120.0,,,,209920.0,61.0
NTP,2022,10.0,,5833535613193.0,,2.950827387632206e+23,154378233969.0,,,,134739453360.0,,339607928567.0,,511900942783.0,2707977704900.0,,233019745258.0,,,,167926602716.0,16720597523.0,3075796747433.0,233019745258.0,20.94,,,,,933335000.0,62.0
NTP,2023,10.0,,5685112416767.0,,655168766148.0,655168766148.0,7105350000.0,655168766148.0,,3619645131711.0,,,3619645131711.0,559414720517.0,3115499287.0,,2338199851626.0,,,,485324285487.0,,3501190530399.0,338199851626.0,-2.54,5084.0,,559414720517.0,,-71254910048.0,63.0
NTP,2024,10.0,,5542221510296.0,,343753233664878.0,885058912782.0,7105350000.0,885058912782.0,,3886614549588.0,,369568126100.0,3886614549588.0,1023430361089.0,3666374210005.0,,2338199851626.0,,,,237516360.0,,4472882423054.0,2338199851626.0,-2.51,-33611274.0,,735659511537.0,,266982.0,64.0
PLX,2020,10.0,,189603525406879.0,61106212964443.0,3269310893373.0,5511407200163.0,421488.0,,,166995.0,127972606823.0,,,2760573038032.0,24126402466781.0,,36979810497662.0,,,,10611737373774.0,1580135356248.0,37796818993084.0,35399675141414.0,,9399531195899.0,,,,7213204.0,64.0
PLX,2021,10.0,,169105701481340.0,169008605067215.0,3509499759070.0,397506868500.0,,,3893970152439.0,3826706276284.0,,5328561671649.0,,3123734179723.0,542140339196.0,,26135746258535.0,,,,6192497.0,1323962662861.0,2516583189725.0,35207086754200.0,-10.81,13163096309698.0,,,,7213204.0,65.0
PLX,2022,10.0,,304171606608893.0,64791240989120.0,10499546305289.0,3517193962030.0,265630.0,,,8341611628294.0,,,,2706196720866.0,27782610644219.0,,46693004842014.0,,,,114752533325.0,998428913157.0,50170189581865.0,45694575928857.0,79.87,17232373206446.0,,,,8914296.0,66.0
PLX,2023,10.0,1270592235.0,304171606608893.0,79675619099330.0,4345312370975.0,476606825270.0,-24143179724.0,,4580950980273.0,9988470775076.0,,105718357073.0,,1360674905270.0,29202107178831.0,40817241999901.32,50473511920499.0,,,,14048245083619.0,812900013466.0,57306926231393.0,49660611907033.0,0.0,14639913875637.0,,,,11946213.0,67.0
PLX,2024,10.0,1270592235.0,284124014890319.0,51179621629763.0,5669236252898.0,560794442106.0,,,,7623.0,,3504918159232.0,,3161151940515.0,3161151940515.0,46962463826104.28,2830303546674.0,,,,7623.0,202966023540.0,,51179621629763.0,-6.59,12652247899.0,,,,1039655.0,68.0
PNJ,2020,10.0,,17510788660999.0,,1506216143061.0,1506712385551.0,650372885361.0,,,-14076055770112.0,,,-14076055770112.0,670045205971.0,5241861865008.0,,241284233443.0,,,,,,7143929036497.0,1907366443.0,,6545905987056.0,,,,281244232172.0,32.0
PNJ,2021,10.0,,19735646137250.0,10619016547122.0,927933521764.0,362870156577.0,650848303.0,,,763475538.0,,,,920611645.0,6012633980253.0,,4606382566869.0,,,,,43380157361.0,70025928617.0,4563002409508.0,12.71,8754741712359.0,,,,259137188160.0,33.0
PNJ,2022,10.0,,33876454559153.0,,,,,,,2039055649896.0,,,,615061462200.0,,,,100581206698.0,,-370667278626.0,,,,,71.65,323314557.0,-671158340.0,,,,34.0
PNJ,2023,10.0,337905217.0,33876454559153.0,,2835769469802.0,2484131409572.0,6982250583.0,2484131409572.0,,307114254166.0,,,27005589756309.0,1971099177135.0,,27574858188780.805,,,,,,,,,0.0,1336881052967.0,,,,-1712404193.0,35.0
PNJ,2024,10.0,337905217.0,38232401184050.0,,2835769469802.0,2652129250669.0,608688570597.0,2652129250669.0,,31149334531193.0,,173160607691.0,31149334531193.0,2112916282946.0,,31903109872294.375,,,,,,,,,12.86,2930000000000.0,,,,248430247930.0,36.0
SAB,2020,10.0,1282562372.0,39828535843014.0,,5242320825536.0,5242320825536.0,62221.0,,,-4321915026.0,,,,5932879551458.0,,105476536690704.16,-561690538465.0,5205642035515.0,,,987216978696.0,,,,,23891.0,,,,2154623.0,43.0
SAB,2021,10.0,1282562372.0,31435551511793.0,3459074140936.0,5204542870332.0,,62573.0,4011960350649.0,145774473960.0,2003711324.0,69478655598.0,,1445885115915.0,11792863811240.0,18966495473280.0,78527271000119.7,6469730925708.0,4084.0,,-43980184684.0,38196945.0,91400272698.0,20009862784505.0,6378330653010.0,-21.07,23891388527.0,,,,2273691.0,44.0
SAB,2022,10.0,1282562372.0,41790818339475.0,4296905191970.0,4038486338919.0,4011960350649.0,,4011960350649.0,366423789.0,41790818339475.0,73009588351.0,4193250170455.0,41790818339475.0,13073315740285.0,20246947402325.0,88020161406486.97,8372592055264.0,219895651128.0,,-21504308649.0,181904281432.0,85659737027.0,225562528592.0,8286932318237.0,32.94,-302319392736.0,,,,2384281.0,45.0
SAB,2023,10.0,1282562372.0,41813139058076.0,4296905191970.0,5226653233453.0,5226653233453.0,,858079530098.0,700169207152.0,32127500715007.0,96307399286.0,,32127500715007.0,8586457831240.0,21593626852752.0,66450217814543.06,935170566006.0,4845877996931.0,,-99279856031.0,3197.0,87167019.0,23225562528592.0,848003546758.0,0.05,236068075.0,,,,2589099.0,46.0
SAB,2024,10.0,1282562372.0,40307905935578.0,29528797418758.0,4858079530098.0,4858079530098.0,,906036032935.0,377389197309.0,448691239392.0,252398.0,,448691239392.0,3775246732311.0,20658817613949.0,64920321305117.69,7935170566006.0,365990218.0,-242908.0,-91516291764.0,151932106996.0,88050185067.0,22678040434933.0,8723003536581.0,-3.6,75584452041.0,,,,,47.0
VNM,2020,10.0,,56400229726717.0,-417033042497.0,12003454552852.0,12797090.0,-6834814390.0,12797090.0,,31967662837839.0,,116189367411.0,31967662837839.0,7875462401924.0,33647122229822.0,,785358443807.0,,,,2111242815581.0,572712158332.0,29665725805058.0,212646285475.0,,4905068613616.0,,,,4736593.0,44.0
VNM,2021,10.0,,59722908393236.0,,13539380824416.0,13539380824416.0,86503968330.0,12727619820191.0,,65918346190.0,,107782976757.0,30848721191467.0,260378375.0,33647122222.0,,14785358443807.0,,,,2348551874348.0,413872193316.0,36109910649785.0,17068416995519.0,5.89,6773071634017.0,,4770.0,,5686436.0,45.0
VNM,2022,10.0,,61012074147764.0,-376218620545.0,12950670402404.0,12727619820191.0,42841135518.0,10491064827100.0,,36059015690711.0,,70716169179.0,36059015690711.0,3353468092666.0,32816518355085.0,,15666145881135.0,,,,2299943527624.0,357722799611.0,31560382174.0,15308423081524.0,2.16,5537563396117.0,,3632.0,,6688784.0,46.0
VNM,2023,10.0,2089955445.0,60368915511505.0,,13018093111879.0,10903632881807.0,,10903632881807.0,,3257.0,,83065632575.0,32305714006438.0,3926232003987.0,35025743765470.0,121796300812711.17,17647627338990.0,,,,2912027.0,508937364128.0,31560382174201.0,17138689974.0,-1.05,128081805.0,,,,,47.0
VNM,2024,10.0,2089955445.0,61823889921880.0,106931095492.0,13018093111879.0,10903632881807.0,132226.0,10903632881807.0,,36192.0,,100773003024.0,35824183896095.0,232003987.0,36174402829663.0,122045707605073.47,,,,,225943.0,415111869758.0,553650065098.0,18459546837640.0,2.41,5686834.0,,,,11520200967499.0,48.0
